,Batch,Loss,RPN Classification Loss,RPN Regression Loss,RCNN Classification Loss,RCNN Regression Loss
0,0,0.8711699843406677,0.6943099498748779,0.08339551836252213,0.021680597215890884,0.07178391516208649
1,1,0.8402750492095947,0.6907551884651184,0.04732866585254669,0.021696491166949272,0.0804947018623352
2,2,0.8180686831474304,0.6821520924568176,0.03911210969090462,0.021696515381336212,0.07510796934366226
3,3,0.8408975601196289,0.6761436462402344,0.009255222044885159,0.02162901684641838,0.13386961817741394
4,4,1.1287565231323242,0.6671656370162964,0.04425852745771408,0.021731607615947723,0.3956007659435272
5,5,1.1857686042785645,0.653633177280426,0.10519170016050339,0.02160537615418434,0.4053384065628052
6,6,1.0044881105422974,0.6432026028633118,0.035878412425518036,0.021619167178869247,0.3037879467010498
7,7,1.1613883972167969,0.6211795210838318,0.05948002263903618,0.02174779213964939,0.4589810371398926
8,8,1.0647714138031006,0.6072389483451843,0.013918111100792885,0.0216585174202919,0.42195576429367065
9,9,1.051748514175415,0.5874509215354919,0.049169644713401794,0.021684644743800163,0.3934432566165924
10,10,0.8995283246040344,0.574917733669281,0.016802845522761345,0.02167459949851036,0.28613317012786865
11,11,0.9213460683822632,0.543739378452301,0.028967030346393585,0.021662602201104164,0.32697704434394836
12,12,0.8660142421722412,0.5213904976844788,0.05358678102493286,0.02166268602013588,0.26937422156333923
13,13,0.6539298892021179,0.48901695013046265,0.08400553464889526,0.021721329540014267,0.05918608605861664
14,14,1.1472374200820923,0.4662896692752838,0.08268140256404877,0.02169479802250862,0.5765715837478638
15,15,0.6776981353759766,0.42397937178611755,0.04416550695896149,0.02164628356695175,0.1879069209098816
16,16,0.6437174081802368,0.38852718472480774,0.03321727737784386,0.021627895534038544,0.2003450095653534
17,17,0.8862550258636475,0.35173413157463074,0.0669076144695282,0.0217139795422554,0.4458993077278137
18,18,1.0033276081085205,0.30925947427749634,0.35541751980781555,0.02162914350628853,0.3170214891433716
19,19,0.4449078440666199,0.2782323956489563,0.06043124198913574,0.02173491008579731,0.08450929820537567
20,20,0.3791429400444031,0.24383099377155304,0.06301429867744446,0.02163771167397499,0.0506599098443985
21,21,0.3505512773990631,0.21148031949996948,0.06817596405744553,0.021646631881594658,0.04924836754798889
22,22,2.3520572185516357,0.20628976821899414,1.7448880672454834,0.021582141518592834,0.37929725646972656
23,23,0.40614578127861023,0.18322902917861938,0.06278729438781738,0.02171827293932438,0.13841119408607483
24,24,0.709595799446106,0.20726332068443298,0.24320241808891296,0.021700216457247734,0.23742982745170593
25,25,4.91969108581543,0.197682723402977,4.2588300704956055,0.02158849686384201,0.44158995151519775
26,26,1.0708553791046143,0.2932654023170471,0.4664960205554962,0.021623283624649048,0.2894706726074219
27,27,0.7383420467376709,0.41356849670410156,0.07441894710063934,0.02159089408814907,0.22876368463039398
28,28,0.6450449228286743,0.4553948640823364,0.0558878555893898,0.02169807069003582,0.11206415295600891
29,29,0.6925598382949829,0.5003960728645325,0.038396865129470825,0.021610192954540253,0.13215669989585876
30,30,1.019603967666626,0.5184698104858398,0.03925785422325134,0.02163766883313656,0.4402386546134949
31,31,0.7811899185180664,0.5306258797645569,0.03457741439342499,0.02167951874434948,0.19430707395076752
32,32,1.3041377067565918,0.5110113620758057,0.31148678064346313,0.021651413291692734,0.45998820662498474
33,33,0.8129194974899292,0.5048893690109253,0.05946666747331619,0.021712593734264374,0.22685086727142334
34,34,1.42500638961792,0.49797946214675903,0.38067787885665894,0.021654479205608368,0.5246946215629578
35,35,1.1638805866241455,0.5100295543670654,0.06042544171214104,0.021580202504992485,0.5718453526496887
36,36,0.6096301674842834,0.48673346638679504,0.033945828676223755,0.0217398963868618,0.06721097975969315
37,37,0.7747014760971069,0.4991891086101532,0.08640386909246445,0.02168407291173935,0.16742441058158875
38,38,0.6058891415596008,0.4649426341056824,0.021847881376743317,0.02168150059878826,0.09741710126399994
39,39,0.5609673857688904,0.45680657029151917,0.041377417743206024,0.021705467253923416,0.04107788950204849
40,40,0.6409709453582764,0.44218480587005615,0.051035329699516296,0.02171982452273369,0.12603098154067993
41,41,0.6728922724723816,0.41341766715049744,0.04790385067462921,0.02168092131614685,0.1898898184299469
42,42,0.7063488960266113,0.39974164962768555,0.058049555867910385,0.021627940237522125,0.22692978382110596
43,43,0.470069944858551,0.3344113528728485,0.04115826264023781,0.021623993292450905,0.07287633419036865
44,44,0.5191178321838379,0.3216540813446045,0.007940965704619884,0.021647630259394646,0.16787514090538025
45,45,0.6768648624420166,0.28401416540145874,0.11336871981620789,0.021631862968206406,0.25785014033317566
46,46,0.4878831207752228,0.2441471666097641,0.07626035064458847,0.021740565076470375,0.14573505520820618
47,47,0.6913361549377441,0.23082566261291504,0.06019379571080208,0.021688934415578842,0.3786277174949646
48,48,0.8887698650360107,0.23003481328487396,0.22262956202030182,0.02167060226202011,0.41443485021591187
49,49,0.6279146075248718,0.17369653284549713,0.08694411814212799,0.02166176401078701,0.34561219811439514
50,50,0.32959580421447754,0.18069815635681152,0.046327099204063416,0.02157697081565857,0.08099359273910522
51,51,0.527889609336853,0.1552373170852661,0.1274545043706894,0.021655820310115814,0.22354194521903992
52,52,0.5515303015708923,0.126703679561615,0.05534008890390396,0.02166905626654625,0.34781748056411743
53,53,0.6925429105758667,0.11842409521341324,0.41167035698890686,0.02159087359905243,0.14085760712623596
54,54,0.3976214528083801,0.09137214720249176,0.12537537515163422,0.021635107696056366,0.1592388153076172
55,55,1.0111563205718994,0.0922456681728363,0.7515690922737122,0.021657928824424744,0.1456836760044098
56,56,1.4294612407684326,0.09713296592235565,1.057363510131836,0.02170465886592865,0.25326016545295715
57,57,0.8430449962615967,0.09195896238088608,0.6458103060722351,0.02166971191763878,0.08360607922077179
58,58,4.192464828491211,0.08804049342870712,3.9691083431243896,0.02174028940498829,0.11357523500919342
59,59,1.0566599369049072,0.1375320702791214,0.5573434233665466,0.021637894213199615,0.3401464819908142
60,60,1.1035120487213135,0.22428199648857117,0.8257550597190857,0.021627504378557205,0.03184743970632553
61,61,0.5639582872390747,0.3450746536254883,0.04303720220923424,0.021759647876024246,0.15408679842948914
62,62,0.7008246183395386,0.42127081751823425,0.06016092002391815,0.02166832610964775,0.1977245807647705
63,63,0.6910247206687927,0.44922178983688354,0.043296076357364655,0.02161247283220291,0.17689436674118042
64,64,1.0491691827774048,0.47410571575164795,0.07944827526807785,0.021744273602962494,0.4738709032535553
65,65,0.893405556678772,0.4491620361804962,0.08190205693244934,0.02169758453965187,0.34064388275146484
66,66,1.7756798267364502,0.4472161829471588,1.2640275955200195,0.0216662734746933,0.04276975989341736
67,67,0.8372887969017029,0.47353705763816833,0.1506880521774292,0.0216550100594759,0.19140863418579102
68,68,0.5718825459480286,0.4875064790248871,0.04697234556078911,0.02172468602657318,0.015679020434617996
69,69,0.6572543978691101,0.4925975799560547,0.1218063086271286,0.021629199385643005,0.021221261471509933
70,70,0.6441891193389893,0.49909508228302,0.07522082328796387,0.021596204489469528,0.04827703908085823
71,71,0.6585227251052856,0.48223546147346497,0.09023712575435638,0.021777264773845673,0.06427290290594101
72,72,0.9205771088600159,0.4932764172554016,0.006750092376023531,0.02166442945599556,0.39888614416122437
73,73,1.0219359397888184,0.4922102093696594,0.18626093864440918,0.021661583334207535,0.3218032717704773
74,74,0.8204129338264465,0.4714641571044922,0.044511474668979645,0.02172793075442314,0.28270936012268066
75,75,0.585074245929718,0.4880707561969757,0.011625575833022594,0.021699052304029465,0.06367883831262589
76,76,0.5634865760803223,0.455217182636261,0.06537418067455292,0.021704036742448807,0.02119118720293045
77,77,0.5843232274055481,0.4431619346141815,0.05412561818957329,0.02165510132908821,0.06538059562444687
78,78,0.9930574893951416,0.44757843017578125,0.045941900461912155,0.021646171808242798,0.4778909683227539
79,79,0.9885472655296326,0.43331149220466614,0.49328431487083435,0.021621637046337128,0.04032982140779495
80,80,0.6953786611557007,0.4364055097103119,0.1674795299768448,0.021615533158183098,0.06987812370061874
81,81,0.6151275038719177,0.43172338604927063,0.04399306699633598,0.021714601665735245,0.11769644170999527
82,82,0.48685744404792786,0.42404356598854065,0.01383859571069479,0.02173774316906929,0.027237532660365105
83,83,0.8084113597869873,0.4328853189945221,0.012637628242373466,0.02164538949728012,0.34124305844306946
84,84,0.9301701188087463,0.4161917269229889,0.09450019896030426,0.02168511226773262,0.3977930545806885
85,85,0.5637838840484619,0.3897404372692108,0.11480102688074112,0.021684680134058,0.03755774348974228
86,86,0.7575994729995728,0.37942102551460266,0.020956678315997124,0.02159825526177883,0.33562350273132324
87,87,0.8807447552680969,0.3737068772315979,0.02517469972372055,0.021593820303678513,0.46026936173439026
88,88,0.48856985569000244,0.3342466354370117,0.02390875294804573,0.021635476499795914,0.10877899825572968
89,89,0.8094561100006104,0.33322563767433167,0.039314888417720795,0.021643314510583878,0.4152722656726837
90,90,1.6445891857147217,0.30543458461761475,1.1536240577697754,0.02170337550342083,0.16382715106010437
91,91,0.36863917112350464,0.31358978152275085,0.0181643757969141,0.02164529822766781,0.015239721164107323
92,92,0.622013509273529,0.322510689496994,0.030820433050394058,0.021606791764497757,0.24707558751106262
93,93,0.8915928602218628,0.33652666211128235,0.049582090228796005,0.02170029655098915,0.4837838113307953
94,94,0.7355744242668152,0.3363107442855835,0.04183271899819374,0.02159545198082924,0.3358355164527893
95,95,0.5449126958847046,0.32862988114356995,0.034252461045980453,0.02168918028473854,0.16034114360809326
96,96,0.6104953289031982,0.31175553798675537,0.038296859711408615,0.021728284657001495,0.23871463537216187
97,97,0.42187240719795227,0.2729129195213318,0.04494534805417061,0.02168164774775505,0.08233249187469482
98,98,0.7551398277282715,0.2769761383533478,0.18071313202381134,0.02160698175430298,0.2758435606956482
99,99,0.8183987140655518,0.2676713168621063,0.0545363649725914,0.021604452282190323,0.4745866060256958
100,100,2.5202879905700684,0.26088008284568787,1.9478100538253784,0.021759120747447014,0.28983867168426514
101,101,0.7756747603416443,0.26087743043899536,0.16365279257297516,0.021674687042832375,0.32946985960006714
102,102,0.33021819591522217,0.2479613572359085,0.04174534231424332,0.021718759089708328,0.018792713060975075
103,103,0.7428033351898193,0.313589483499527,0.04235753417015076,0.02163601480424404,0.365220308303833
104,104,0.6687444448471069,0.3120917081832886,0.14086800813674927,0.021630313247442245,0.19415441155433655
105,105,0.6514778137207031,0.31555041670799255,0.09876961261034012,0.02170521393418312,0.21545259654521942
106,106,0.5562177896499634,0.30796605348587036,0.07651030272245407,0.02162676304578781,0.15011462569236755
107,107,0.6513037085533142,0.30866628885269165,0.2043638676404953,0.02169056609272957,0.1165829747915268
108,108,0.6830756068229675,0.29897236824035645,0.30623167753219604,0.02174355834722519,0.05612801015377045
109,109,0.4283500015735626,0.3061870038509369,0.044213324785232544,0.021696787327528,0.05625290796160698
110,110,0.907977819442749,0.3306851387023926,0.2187657654285431,0.021644767373800278,0.33688217401504517
111,111,0.5423924922943115,0.31599918007850647,0.04358263313770294,0.021757956594228745,0.16105270385742188
112,112,0.6862083077430725,0.31026047468185425,0.020747322589159012,0.02174980938434601,0.33345067501068115
113,113,0.5128565430641174,0.303605854511261,0.012089203111827374,0.021672697737812996,0.17548878490924835
114,114,0.5593298673629761,0.271157830953598,0.09654033184051514,0.02166571468114853,0.16996601223945618
115,115,0.7910981774330139,0.254197359085083,0.40761613845825195,0.021663352847099304,0.10762133449316025
116,116,0.48656368255615234,0.2811328172683716,0.0414358414709568,0.021636035293340683,0.14235900342464447
117,117,0.5559077858924866,0.2569119334220886,0.02524501644074917,0.02159755676984787,0.25215327739715576
118,118,0.6172974109649658,0.2190035581588745,0.030951768159866333,0.02160041034221649,0.3457416892051697
119,119,0.3965163826942444,0.2203306257724762,0.10200201719999313,0.02165595255792141,0.0525277778506279
120,120,0.6358211636543274,0.19471704959869385,0.030175291001796722,0.021647023037075996,0.3892817795276642
121,121,1.8779034614562988,0.16874200105667114,1.547638177871704,0.021675189957022667,0.13984805345535278
122,122,0.49489396810531616,0.19696152210235596,0.059613022953271866,0.0217096246778965,0.21660982072353363
123,123,0.39356595277786255,0.18981878459453583,0.07906125485897064,0.021658578887581825,0.1030273288488388
124,124,1.2667349576950073,0.22292618453502655,0.785607099533081,0.021707627922296524,0.2364940196275711
125,125,0.580896258354187,0.26965662837028503,0.016996407881379128,0.02167937159538269,0.2725638449192047
126,126,0.5423446893692017,0.2754414975643158,0.03140193969011307,0.021647993475198746,0.21385325491428375
127,127,0.7752960920333862,0.2991574704647064,0.03199337422847748,0.02159818820655346,0.42254704236984253
128,128,0.3788805305957794,0.2632727324962616,0.015849383547902107,0.02165013551712036,0.0781082883477211
129,129,0.8646999597549438,0.25928863883018494,0.37666451930999756,0.02170201763510704,0.2070448100566864
130,130,0.7369693517684937,0.3041234016418457,0.01899583637714386,0.021634433418512344,0.3922157287597656
131,131,0.6068986654281616,0.29414987564086914,0.08194061368703842,0.02161986380815506,0.2091882824897766
132,132,0.5755458474159241,0.2665944993495941,0.08840871602296829,0.021669961512088776,0.19887268543243408
133,133,0.5496421456336975,0.2669812738895416,0.03620150685310364,0.021612700074911118,0.22484666109085083
134,134,0.44149696826934814,0.22235696017742157,0.08163854479789734,0.021652624011039734,0.1158488467335701
135,135,0.5444348454475403,0.2308128923177719,0.0881243348121643,0.02174469083547592,0.20375289022922516
136,136,0.5994836688041687,0.216947540640831,0.14860618114471436,0.02164633199572563,0.21228359639644623
137,137,0.38167595863342285,0.17868496477603912,0.13258914649486542,0.021656114608049393,0.048745714128017426
138,138,0.4364759922027588,0.15703491866588593,0.09695930778980255,0.02162153273820877,0.16086024045944214
139,139,0.3681158721446991,0.13932186365127563,0.13013669848442078,0.02158285304903984,0.07707446813583374
140,140,0.249870166182518,0.13502880930900574,0.05807327479124069,0.021690398454666138,0.03507767617702484
141,141,0.4474042057991028,0.13055114448070526,0.01495580654591322,0.02159455046057701,0.2803027033805847
142,142,0.19680969417095184,0.1279705911874771,0.03270050510764122,0.021717926487326622,0.014420679770410061
143,143,0.3429563641548157,0.1125631034374237,0.12235429137945175,0.021664177998900414,0.08637477457523346
144,144,0.37097448110580444,0.0891089215874672,0.10605096071958542,0.021678108721971512,0.15413647890090942
145,145,0.5202668309211731,0.09677962213754654,0.048518016934394836,0.021657731384038925,0.3533114492893219
146,146,0.36072248220443726,0.10995855927467346,0.04588507115840912,0.021730627864599228,0.18314823508262634
147,147,0.20922282338142395,0.07544931024312973,0.05762239173054695,0.021692562848329544,0.054458558559417725
148,148,0.2880295515060425,0.07445649057626724,0.032578106969594955,0.021591681987047195,0.1594032645225525
149,149,0.3851534128189087,0.06961652636528015,0.02470887079834938,0.0216604582965374,0.26916757225990295
150,150,0.21942201256752014,0.040535569190979004,0.06941485404968262,0.02169194445014,0.08777963370084763
151,151,0.672667920589447,0.06969548016786575,0.0646531730890274,0.021597493439912796,0.516721785068512
152,152,4.57190465927124,0.06588514149188995,4.122982025146484,0.021666474640369415,0.36137109994888306
